Year,Année,ISO,Jurisdiction,Juridiction,Management,Aménagement,Harvesting method,Méthode de récolte,Tenure (En),Tenure (Fr),Area (hectares),Data qualifier,Superficie (en hectare),Qualificatifs de données
1988,1988,BC,British Columbia,Colombie-Britannique,Even-aged management,Aménagement équienne,Unspecified,Indéterminée,Unspecified,Indéterminée,246876,a,246876,a
1988,1988,MB,Manitoba,Manitoba,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1988,1988,MB,Manitoba,Manitoba,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1988,1988,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1988,1988,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1988,1988,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1988,1988,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1988,1988,NS,Nova Scotia,Nouvelle-Écosse,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1988,1988,NS,Nova Scotia,Nouvelle-Écosse,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1988,1988,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1988,1988,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1988,1988,ON,Ontario,Ontario,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1988,1988,ON,Ontario,Ontario,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1988,1988,PE,Prince Edward Island,Île-du-Prince-Édouard,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1988,1988,PE,Prince Edward Island,Île-du-Prince-Édouard,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1988,1988,QC,Quebec,Québec,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1988,1988,QC,Quebec,Québec,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1988,1988,SK,Saskatchewan,Saskatchewan,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1988,1988,SK,Saskatchewan,Saskatchewan,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1988,1988,YT,Yukon,Yukon,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1988,1988,YT,Yukon,Yukon,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1989,1989,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1989,1989,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1989,1989,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Provincial land,Terres provinciales,46544,a,46544,a
1989,1989,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Provincial land,Terres provinciales,0,a,0,a
1989,1989,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Provincial land,Terres provinciales,0,a,0,a
1989,1989,AB,Alberta,Alberta,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,276,a,276,a
1989,1989,AB,Alberta,Alberta,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Provincial land,Terres provinciales,0,a,0,a
1989,1989,BC,British Columbia,Colombie-Britannique,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1989,1989,BC,British Columbia,Colombie-Britannique,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1989,1989,BC,British Columbia,Colombie-Britannique,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Unspecified,Indéterminée,19137,E,19137,E
1989,1989,BC,British Columbia,Colombie-Britannique,Even-aged management,Aménagement équienne,Unspecified,Indéterminée,Unspecified,Indéterminée,199247,a,199247,a
1989,1989,MB,Manitoba,Manitoba,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1989,1989,MB,Manitoba,Manitoba,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1989,1989,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1989,1989,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1989,1989,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1989,1989,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1989,1989,NS,Nova Scotia,Nouvelle-Écosse,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1989,1989,NS,Nova Scotia,Nouvelle-Écosse,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1989,1989,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1989,1989,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1989,1989,ON,Ontario,Ontario,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1989,1989,ON,Ontario,Ontario,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1989,1989,PE,Prince Edward Island,Île-du-Prince-Édouard,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1989,1989,PE,Prince Edward Island,Île-du-Prince-Édouard,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1989,1989,QC,Quebec,Québec,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1989,1989,QC,Quebec,Québec,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1989,1989,SK,Saskatchewan,Saskatchewan,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1989,1989,SK,Saskatchewan,Saskatchewan,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1989,1989,YT,Yukon,Yukon,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1989,1989,YT,Yukon,Yukon,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1990,1990,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Federal land,Terres fédérales,,u,,u
1990,1990,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Federal land,Terres fédérales,,u,,u
1990,1990,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Federal land,Terres fédérales,,u,,u
1990,1990,AB,Alberta,Alberta,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Federal land,Terres fédérales,,u,,u
1990,1990,AB,Alberta,Alberta,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Federal land,Terres fédérales,,u,,u
1990,1990,AB,Alberta,Alberta,Unspecified,Indéterminée,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1990,1990,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Provincial land,Terres provinciales,51829,a,51829,a
1990,1990,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Private land,Terres privées,,u,,u
1990,1990,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Provincial land,Terres provinciales,40,a,40,a
1990,1990,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Private land,Terres privées,,u,,u
1990,1990,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Provincial land,Terres provinciales,0,a,0,a
1990,1990,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Private land,Terres privées,,u,,u
1990,1990,AB,Alberta,Alberta,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,0,a,0,a
1990,1990,AB,Alberta,Alberta,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Private land,Terres privées,,u,,u
1990,1990,AB,Alberta,Alberta,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Provincial land,Terres provinciales,0,a,0,a
1990,1990,AB,Alberta,Alberta,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Private land,Terres privées,,u,,u
1990,1990,AB,Alberta,Alberta,Unspecified,Indéterminée,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1990,1990,AB,Alberta,Alberta,Unspecified,Indéterminée,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1990,1990,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1990,1990,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1990,1990,BC,British Columbia,Colombie-Britannique,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Federal land,Terres fédérales,37,a,37,a
1990,1990,BC,British Columbia,Colombie-Britannique,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Federal land,Terres fédérales,,u,,u
1990,1990,BC,British Columbia,Colombie-Britannique,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Federal land,Terres fédérales,,u,,u
1990,1990,BC,British Columbia,Colombie-Britannique,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Federal land,Terres fédérales,,u,,u
1990,1990,BC,British Columbia,Colombie-Britannique,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Federal land,Terres fédérales,,u,,u
1990,1990,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1990,1990,BC,British Columbia,Colombie-Britannique,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Provincial land,Terres provinciales,171846,r,171846,r
1990,1990,BC,British Columbia,Colombie-Britannique,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Private land,Terres privées,708,r,708,r
1990,1990,BC,British Columbia,Colombie-Britannique,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Provincial land,Terres provinciales,567,r,567,r
1990,1990,BC,British Columbia,Colombie-Britannique,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Private land,Terres privées,0,r,0,r
1990,1990,BC,British Columbia,Colombie-Britannique,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Provincial land,Terres provinciales,6286,r,6286,r
1990,1990,BC,British Columbia,Colombie-Britannique,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Private land,Terres privées,0,r,0,r
1990,1990,BC,British Columbia,Colombie-Britannique,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,12411,r,12411,r
1990,1990,BC,British Columbia,Colombie-Britannique,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Private land,Terres privées,40,r,40,r
1990,1990,BC,British Columbia,Colombie-Britannique,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Provincial land,Terres provinciales,10,r,10,r
1990,1990,BC,British Columbia,Colombie-Britannique,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Private land,Terres privées,0,r,0,r
1990,1990,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,r,0,r
1990,1990,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,Unspecified,Indéterminée,Private land,Terres privées,0,r,0,r
1990,1990,BC,British Columbia,Colombie-Britannique,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1990,1990,BC,British Columbia,Colombie-Britannique,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,12,E,12,E
1990,1990,MB,Manitoba,Manitoba,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Federal land,Terres fédérales,,u,,u
1990,1990,MB,Manitoba,Manitoba,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Federal land,Terres fédérales,,u,,u
1990,1990,MB,Manitoba,Manitoba,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Federal land,Terres fédérales,,u,,u
1990,1990,MB,Manitoba,Manitoba,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Federal land,Terres fédérales,,u,,u
1990,1990,MB,Manitoba,Manitoba,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Federal land,Terres fédérales,,u,,u
1990,1990,MB,Manitoba,Manitoba,Unspecified,Indéterminée,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1990,1990,MB,Manitoba,Manitoba,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Provincial land,Terres provinciales,10349,a,10349,a
1990,1990,MB,Manitoba,Manitoba,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Private land,Terres privées,,u,,u
1990,1990,MB,Manitoba,Manitoba,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Provincial land,Terres provinciales,,u,,u
1990,1990,MB,Manitoba,Manitoba,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Private land,Terres privées,,u,,u
1990,1990,MB,Manitoba,Manitoba,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Provincial land,Terres provinciales,,u,,u
1990,1990,MB,Manitoba,Manitoba,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Private land,Terres privées,,u,,u
1990,1990,MB,Manitoba,Manitoba,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,,u,,u
1990,1990,MB,Manitoba,Manitoba,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Private land,Terres privées,,u,,u
1990,1990,MB,Manitoba,Manitoba,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Provincial land,Terres provinciales,0,a,0,a
1990,1990,MB,Manitoba,Manitoba,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Private land,Terres privées,,u,,u
1990,1990,MB,Manitoba,Manitoba,Unspecified,Indéterminée,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1990,1990,MB,Manitoba,Manitoba,Unspecified,Indéterminée,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1990,1990,MB,Manitoba,Manitoba,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1990,1990,MB,Manitoba,Manitoba,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1990,1990,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Federal land,Terres fédérales,,u,,u
1990,1990,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Federal land,Terres fédérales,,u,,u
1990,1990,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Federal land,Terres fédérales,,u,,u
1990,1990,NB,New Brunswick,Nouveau-Brunswick,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Federal land,Terres fédérales,,u,,u
1990,1990,NB,New Brunswick,Nouveau-Brunswick,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Federal land,Terres fédérales,,u,,u
1990,1990,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1990,1990,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Provincial land,Terres provinciales,26915,a,26915,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Private land,Terres privées,39814,e,39814,e
1990,1990,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Provincial land,Terres provinciales,10107,a,10107,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Private land,Terres privées,0,e,0,e
1990,1990,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Provincial land,Terres provinciales,0,a,0,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Private land,Terres privées,0,a,0,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,8693,a,8693,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Private land,Terres privées,3395,e,3395,e
1990,1990,NB,New Brunswick,Nouveau-Brunswick,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Provincial land,Terres provinciales,0,a,0,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Private land,Terres privées,0,a,0,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1990,1990,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1990,1990,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1990,1990,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Federal land,Terres fédérales,,u,,u
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Federal land,Terres fédérales,,u,,u
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Federal land,Terres fédérales,,u,,u
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Federal land,Terres fédérales,,u,,u
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Federal land,Terres fédérales,,u,,u
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Provincial land,Terres provinciales,19300,a,19300,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Private land,Terres privées,2800,e,2800,e
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Provincial land,Terres provinciales,0,a,0,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Private land,Terres privées,0,a,0,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Provincial land,Terres provinciales,0,a,0,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Private land,Terres privées,0,a,0,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,0,a,0,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Private land,Terres privées,0,a,0,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Provincial land,Terres provinciales,0,a,0,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Private land,Terres privées,0,a,0,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1990,1990,NS,Nova Scotia,Nouvelle-Écosse,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Federal land,Terres fédérales,,u,,u
1990,1990,NS,Nova Scotia,Nouvelle-Écosse,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Federal land,Terres fédérales,,u,,u
1990,1990,NS,Nova Scotia,Nouvelle-Écosse,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Federal land,Terres fédérales,,u,,u
1990,1990,NS,Nova Scotia,Nouvelle-Écosse,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Federal land,Terres fédérales,,u,,u
1990,1990,NS,Nova Scotia,Nouvelle-Écosse,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Federal land,Terres fédérales,,u,,u
1990,1990,NS,Nova Scotia,Nouvelle-Écosse,Unspecified,Indéterminée,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1990,1990,NS,Nova Scotia,Nouvelle-Écosse,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Provincial land,Terres provinciales,4800,e,4800,e
1990,1990,NS,Nova Scotia,Nouvelle-Écosse,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Private land,Terres privées,34030,e,34030,e
1990,1990,NS,Nova Scotia,Nouvelle-Écosse,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Provincial land,Terres provinciales,64,a,64,a
1990,1990,NS,Nova Scotia,Nouvelle-Écosse,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Private land,Terres privées,416,e,416,e
1990,1990,NS,Nova Scotia,Nouvelle-Écosse,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Provincial land,Terres provinciales,0,a,0,a
1990,1990,NS,Nova Scotia,Nouvelle-Écosse,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Private land,Terres privées,0,a,0,a
1990,1990,NS,Nova Scotia,Nouvelle-Écosse,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,0,a,0,a
1990,1990,NS,Nova Scotia,Nouvelle-Écosse,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Private land,Terres privées,0,a,0,a
1990,1990,NS,Nova Scotia,Nouvelle-Écosse,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Provincial land,Terres provinciales,40,a,40,a
1990,1990,NS,Nova Scotia,Nouvelle-Écosse,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Private land,Terres privées,548,a,548,a
1990,1990,NS,Nova Scotia,Nouvelle-Écosse,Unspecified,Indéterminée,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1990,1990,NS,Nova Scotia,Nouvelle-Écosse,Unspecified,Indéterminée,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1990,1990,NS,Nova Scotia,Nouvelle-Écosse,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1990,1990,NS,Nova Scotia,Nouvelle-Écosse,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1990,1990,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Federal land,Terres fédérales,,n,,n
1990,1990,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Federal land,Terres fédérales,,n,,n
1990,1990,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Federal land,Terres fédérales,,n,,n
1990,1990,NT,Northwest Territories,Territoires du Nord-Ouest,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Federal land,Terres fédérales,,n,,n
1990,1990,NT,Northwest Territories,Territoires du Nord-Ouest,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Federal land,Terres fédérales,,n,,n
1990,1990,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
